1827|2020-01-01|WE|1|JAN|1|2020|1
1828|2020-01-02|TH|1|JAN|1|2020|0
1829|2020-01-03|FR|1|JAN|1|2020|0
1830|2020-01-04|SA|2|JAN|1|2020|0
1831|2020-01-05|SU|2|JAN|1|2020|0
1832|2020-01-06|MO|2|JAN|1|2020|0
1833|2020-01-07|TU|2|JAN|1|2020|0
1834|2020-01-08|WE|2|JAN|1|2020|0
1835|2020-01-09|TH|2|JAN|1|2020|0
1836|2020-01-10|FR|2|JAN|1|2020|0
1837|2020-01-11|SA|3|JAN|1|2020|0
1838|2020-01-12|SU|3|JAN|1|2020|0
1839|2020-01-13|MO|3|JAN|1|2020|0
1840|2020-01-14|TU|3|JAN|1|2020|0
1841|2020-01-15|WE|3|JAN|1|2020|0
1842|2020-01-16|TH|3|JAN|1|2020|0
1843|2020-01-17|FR|3|JAN|1|2020|0
1844|2020-01-18|SA|4|JAN|1|2020|0
1845|2020-01-19|SU|4|JAN|1|2020|0
1846|2020-01-20|MO|4|JAN|1|2020|0
1847|2020-01-21|TU|4|JAN|1|2020|0
1848|2020-01-22|WE|4|JAN|1|2020|0
1849|2020-01-23|TH|4|JAN|1|2020|0
1850|2020-01-24|FR|4|JAN|1|2020|0
1851|2020-01-25|SA|5|JAN|1|2020|0
1852|2020-01-26|SU|5|JAN|1|2020|0
1853|2020-01-27|MO|5|JAN|1|2020|0
1854|2020-01-28|TU|5|JAN|1|2020|0
1855|2020-01-29|WE|5|JAN|1|2020|0
1856|2020-01-30|TH|5|JAN|1|2020|0
1857|2020-01-31|FR|5|JAN|1|2020|0
1858|2020-02-01|SA|6|FEB|1|2020|0
1859|2020-02-02|SU|6|FEB|1|2020|0
1860|2020-02-03|MO|6|FEB|1|2020|0
1861|2020-02-04|TU|6|FEB|1|2020|0
1862|2020-02-05|WE|6|FEB|1|2020|0
1863|2020-02-06|TH|6|FEB|1|2020|0
1864|2020-02-07|FR|6|FEB|1|2020|0
1865|2020-02-08|SA|7|FEB|1|2020|0
1866|2020-02-09|SU|7|FEB|1|2020|0
1867|2020-02-10|MO|7|FEB|1|2020|0
1868|2020-02-11|TU|7|FEB|1|2020|0
1869|2020-02-12|WE|7|FEB|1|2020|0
1870|2020-02-13|TH|7|FEB|1|2020|0
1871|2020-02-14|FR|7|FEB|1|2020|0
1872|2020-02-15|SA|8|FEB|1|2020|0
1873|2020-02-16|SU|8|FEB|1|2020|0
1874|2020-02-17|MO|8|FEB|1|2020|0
1875|2020-02-18|TU|8|FEB|1|2020|0
1876|2020-02-19|WE|8|FEB|1|2020|0
1877|2020-02-20|TH|8|FEB|1|2020|0
1878|2020-02-21|FR|8|FEB|1|2020|0
1879|2020-02-22|SA|9|FEB|1|2020|0
1880|2020-02-23|SU|9|FEB|1|2020|0
1881|2020-02-24|MO|9|FEB|1|2020|0
1882|2020-02-25|TU|9|FEB|1|2020|0
1883|2020-02-26|WE|9|FEB|1|2020|0
1884|2020-02-27|TH|9|FEB|1|2020|0
1885|2020-02-28|FR|9|FEB|1|2020|0
1886|2020-03-01|SA|10|MAR|1|2020|0
1887|2020-03-02|SU|10|MAR|1|2020|0
1888|2020-03-03|MO|10|MAR|1|2020|0
1889|2020-03-04|TU|10|MAR|1|2020|0
1890|2020-03-05|WE|10|MAR|1|2020|0
1891|2020-03-06|TH|10|MAR|1|2020|0
1892|2020-03-07|FR|10|MAR|1|2020|0
1893|2020-03-08|SA|11|MAR|1|2020|0
1894|2020-03-09|SU|11|MAR|1|2020|0
1895|2020-03-10|MO|11|MAR|1|2020|0
1896|2020-03-11|TU|11|MAR|1|2020|0
1897|2020-03-12|WE|11|MAR|1|2020|0
1898|2020-03-13|TH|11|MAR|1|2020|0
1899|2020-03-14|FR|11|MAR|1|2020|0
1900|2020-03-15|SA|12|MAR|1|2020|0
1901|2020-03-16|SU|12|MAR|1|2020|0
1902|2020-03-17|MO|12|MAR|1|2020|0
1903|2020-03-18|TU|12|MAR|1|2020|0
1904|2020-03-19|WE|12|MAR|1|2020|0
1905|2020-03-20|TH|12|MAR|1|2020|0
1906|2020-03-21|FR|12|MAR|1|2020|0
1907|2020-03-22|SA|13|MAR|1|2020|0
1908|2020-03-23|SU|13|MAR|1|2020|0
1909|2020-03-24|MO|13|MAR|1|2020|0
1910|2020-03-25|TU|13|MAR|1|2020|0
1911|2020-03-26|WE|13|MAR|1|2020|0
1912|2020-03-27|TH|13|MAR|1|2020|0
1913|2020-03-28|FR|13|MAR|1|2020|0
1914|2020-03-29|SA|14|MAR|1|2020|0
1915|2020-03-30|SU|14|MAR|1|2020|0
1916|2020-03-31|MO|14|MAR|1|2020|0
1917|2020-04-01|TU|14|APR|2|2020|0
1918|2020-04-02|WE|14|APR|2|2020|0
1919|2020-04-03|TH|14|APR|2|2020|0
1920|2020-04-04|FR|14|APR|2|2020|0
1921|2020-04-05|SA|15|APR|2|2020|0
1922|2020-04-06|SU|15|APR|2|2020|0
1923|2020-04-07|MO|15|APR|2|2020|0
1924|2020-04-08|TU|15|APR|2|2020|0
1925|2020-04-09|WE|15|APR|2|2020|0
1926|2020-04-10|TH|15|APR|2|2020|0
1927|2020-04-11|FR|15|APR|2|2020|0
1928|2020-04-12|SA|16|APR|2|2020|0
1929|2020-04-13|SU|16|APR|2|2020|0
1930|2020-04-14|MO|16|APR|2|2020|0
1931|2020-04-15|TU|16|APR|2|2020|0
1932|2020-04-16|WE|16|APR|2|2020|0
1933|2020-04-17|TH|16|APR|2|2020|0
1934|2020-04-18|FR|16|APR|2|2020|0
1935|2020-04-19|SA|17|APR|2|2020|0
1936|2020-04-20|SU|17|APR|2|2020|0
1937|2020-04-21|MO|17|APR|2|2020|0
1938|2020-04-22|TU|17|APR|2|2020|0
1939|2020-04-23|WE|17|APR|2|2020|0
1940|2020-04-24|TH|17|APR|2|2020|0
1941|2020-04-25|FR|17|APR|2|2020|0
1942|2020-04-26|SA|18|APR|2|2020|0
1943|2020-04-27|SU|18|APR|2|2020|0
1944|2020-04-28|MO|18|APR|2|2020|0
1945|2020-04-29|TU|18|APR|2|2020|0
1946|2020-04-30|WE|18|APR|2|2020|0
1947|2020-05-01|TH|18|MAY|2|2020|0
1948|2020-05-02|FR|18|MAY|2|2020|0
1949|2020-05-03|SA|19|MAY|2|2020|0
1950|2020-05-04|SU|19|MAY|2|2020|0
1951|2020-05-05|MO|19|MAY|2|2020|0
1952|2020-05-06|TU|19|MAY|2|2020|0
1953|2020-05-07|WE|19|MAY|2|2020|0
1954|2020-05-08|TH|19|MAY|2|2020|0
1955|2020-05-09|FR|19|MAY|2|2020|0
1956|2020-05-10|SA|20|MAY|2|2020|0
1957|2020-05-11|SU|20|MAY|2|2020|0
1958|2020-05-12|MO|20|MAY|2|2020|0
1959|2020-05-13|TU|20|MAY|2|2020|0
1960|2020-05-14|WE|20|MAY|2|2020|0
1961|2020-05-15|TH|20|MAY|2|2020|0
1962|2020-05-16|FR|20|MAY|2|2020|0
1963|2020-05-17|SA|21|MAY|2|2020|0
1964|2020-05-18|SU|21|MAY|2|2020|0
1965|2020-05-19|MO|21|MAY|2|2020|0
1966|2020-05-20|TU|21|MAY|2|2020|0
1967|2020-05-21|WE|21|MAY|2|2020|0
1968|2020-05-22|TH|21|MAY|2|2020|0
1969|2020-05-23|FR|21|MAY|2|2020|0
1970|2020-05-24|SA|22|MAY|2|2020|0
1971|2020-05-25|SU|22|MAY|2|2020|0
1972|2020-05-26|MO|22|MAY|2|2020|1
1973|2020-05-27|TU|22|MAY|2|2020|0
1974|2020-05-28|WE|22|MAY|2|2020|0
1975|2020-05-29|TH|22|MAY|2|2020|0
1976|2020-05-30|FR|22|MAY|2|2020|0
1977|2020-05-31|SA|23|MAY|2|2020|0
1978|2020-06-01|SU|23|JUN|2|2020|0
